label,tweet,refined_tweet
anger,hidup dizaman presiden hebat soeharto beliau buat aman tenang masyarakat tenang kaum pki kaum rampok kaum bandit kaum jadi pejabat negara otaknya kosong kaum yang tidak suka bapak soeharto,hidup dizaman presiden hebat soeharto beliau aman tenang masyarakat tenang kaum pki kaum rampok kaum bandit kaum pejabat negara otaknya kosong kaum suka bapak soeharto
happy,bersama segenap dewan guru terimakasih membimbing anak selama bu semoga ibuibu semua dimudahkan segala urusannya ilmu ibu ajarkan menjadi amal jariah pahalanya terus mengalir ibu selamanya,bersama segenap dewan guru terimakasih membimbing anak selama bu semoga ibuibu dimudahkan segala urusannya ilmu ibu ajarkan menjadi amal jariah pahalanya mengalir ibu selamanya
anger,memang cuek sih sangat sangat malah kalau yang buat risih tidak nyaman hati lah pokoknya jangan saya ajak nongkrong breng,cuek malah risih nyaman hati pokoknya jangan ajak nongkrong breng
sadness,anda yang dianugerahi gigi rapi lahir bersyukurlah pakai behel ternyata lebih sakit sakit hati menurutguesih,anda dianugerahi gigi rapi lahir bersyukurlah pakai behel ternyata sakit sakit hati menurutguesih
happy,alhamdulillah piedi rsup kariadi benarbenar diurus jadi tidak panas tinggi soalnya langsung dikasih paracetamol botolan,alhamdulillah piedi rsup kariadi benarbenar diurus panas tinggi soalnya langsung dikasih paracetamol botolan
anger,melihat terlalu banyak project jatohnya malah jadi scam fraud asli ingin coba deh bawa sama creator creator yang bawa kabur duit banyak orang termasuk gue ranah hukum indonesia,melihat terlalu project jatohnya malah scam fraud asli ingin coba bawa creator creator bawa kabur duit termasuk gue ranah hukum indonesia
anger,soal via vallen sepakat sama nikita mirzani jangan lebay kalau suka gituin tinggal tolak block orang jangan share jadi konsumsi publik kek menampilkan kepolosan tak berdosa gimana gituu menurutkusih,soal via vallen sepakat nikita mirzani jangan lebay suka gituin tinggal tolak block jangan share konsumsi publik kek menampilkan kepolosan berdosa gimana gituu menurutkusih
fear,baru ngerusuh balai desa terus pa mau pulang tadi bu lurah nanya mba ulfah temannya satu mana sih kok kelihatan hah teman buk oo bu lurah iya biasa bareng senin berangkat lho wait senin,ngerusuh balai desa mau pulang tadi bu lurah nanya mba ulfah temannya satu mana kelihatan hah teman buk oo bu lurah iya biasa bareng senin berangkat lho wait senin
fear,mba pps tuh ada apaapa mba ulfa pasti merasa kok ada sebentar sebentar kenapa sih senin berangkat bikin khawatir tt,mba pps tuh apaapa mba ulfa pasti merasa sebentar sebentar kenapa senin berangkat bikin khawatir tt
anger,aduh lagi satu cewek pikirannya jahat jari jarinya jahat dinikmati heh mbak memang penyanyi dangdut auto lonte lonte bisa kena sexual harassment mbaaaak,aduh lagi satu cewek pikirannya jahat jari jarinya jahat dinikmati heh mbak penyanyi dangdut auto lonte lonte bisa kena sexual harassment mbaaaak
sadness,kamu ngapa si galau mulu kamu kalau galau banyak diem kalau senang bisa diem mangat dong kak nanas senang bisa nularin orang loh wkwk,ngapa si galau mulu galau diem senang bisa diem mangat kak nanas senang bisa nularin loh wkwk
anger,berjuta kali bong dikasih tau pak harto kejam pki bandit rampok kamu keturunan kelompok mana bong hahahahaha,berjuta kali bong dikasih tau pak harto kejam pki bandit rampok keturunan kelompok mana bong hahahahaha
happy,sebentar ketemu krucilkrucil ponakan gemesin banget suka nya minta main berantemberanteman seru sih meskipun resiko pegelpegel nantinya sedikitsedikit ngajarin berhitung jadilebihbaik nanti pa masuk sekolah,sebentar ketemu krucilkrucil ponakan gemesin banget suka minta main berantemberanteman seru meskipun resiko pegelpegel nantinya sedikitsedikit ngajarin berhitung jadilebihbaik nanti masuk sekolah
anger,lalu bagaimana negara kehilangan banyak pendapatan cukai rokok hutang negara akan semakin banyak ah kan pembenaranmu coba lihat bagaimana apa pendapatmu sama,lalu bagaimana negara kehilangan pendapatan cukai rokok hutang negara semakin ah pembenaranmu coba lihat bagaimana pendapatmu
fear,eh numbuhin brewok buat nyenengin diri sendiri sih compliment sesama cowok bonus lah tidak dirawat sedikit langsung tumbuh liar gatal sekali,numbuhin brewok nyenengin diri sendiri compliment sesama cowok bonus dirawat sedikit langsung tumbuh liar gatal sekali
anger,kost deket kantor datang paling telat terus kalau siang tidur selonjoran sofa teman kantor kaya gini memang perlu dikatain tahi sih,kost deket kantor datang paling telat siang tidur selonjoran sofa teman kantor kaya gini perlu dikatain tahi
anger,si tidak seenak dewe melepaskan tanggung jawab backer cuma berdasarkan toc kickstarter selaku penyedia platform crowdfunding creator backer toc tetap tunduk hukum berlaku governing law si toc mau cari legal loophole nya,si seenak dewe melepaskan tanggung jawab backer berdasarkan toc kickstarter selaku penyedia platform crowdfunding creator backer toc tetap tunduk hukum berlaku governing law si toc mau cari legal loophole
sadness,anak sma habis perpisahan semacam wisuda sekolah foto bareng sama tementemennya sejawat pakai kebaya lalu post ig caption siapa yang bakal nikah duluan ku langsung tertunduk lesu seraya minum extra joss cuk,anak sma habis perpisahan semacam wisuda sekolah foto bareng tementemennya sejawat pakai kebaya lalu post ig caption siapa bakal nikah duluan langsung tertunduk lesu seraya minum extra joss cuk
happy,awak sih jadi orang slow mau omongin a to z asal ale banyak makan cranky berat naik bahagia masalah apapun jadi kayak ada ibu sangat sih sekarang,awak slow mau omongin a to z asal ale makan cranky berat naik bahagia masalah apapun kayak ibu
anger,ganti presiden siapa takuthanya siapa calonnya apa si doi onoh ih syudih,ganti presiden siapa takuthanya siapa calonnya si doi onoh ih syudih
anger,penipu kasihan ibukota negara di pimpin sama yang haus jabatan mementingkan rakyatnya tai buat,penipu kasihan ibukota negara pimpin haus jabatan mementingkan rakyatnya tai
fear,perginya diantar sama teman bawa hp janjian biar dijemput jam setengah sayanya ketiduran yang jemput nongol bingung mau gmna akhirnya jalan kaki kamu siang bolong ngeri kali lahh vanashh syekaleh vemirsyahh,perginya diantar teman bawa hp janjian biar dijemput jam setengah sayanya ketiduran jemput nongol bingung mau gmna akhirnya jalan kaki siang bolong kali lahh vanashh syekaleh vemirsyahh
sadness,iya kamu lakilaki sang pengambil keputusan kan juga dianggap diajak berdiskusi dimintai pendapat diajak mencari jalan keluar sekadar ditenangkan kecemasannya ini jangan hidup sendiri,iya lakilaki sang pengambil keputusan juga dianggap diajak berdiskusi dimintai pendapat diajak mencari jalan keluar sekadar ditenangkan kecemasannya jangan hidup sendiri
sadness,akhirnya berkata saya mau sakit migrain datang byknya masalah membutuhkan tenaga mikir bentar lagi harus mudik allah coba,akhirnya berkata mau sakit migrain datang byknya masalah membutuhkan tenaga mikir bentar lagi harus mudik allah coba
happy,cerita kemarin sempet beberapa hari lalu tarawih masjid konsentrasi sekali posisi ape gimana gak posisi solat shaf depan ma pakai sarung terus sarung nya nyeplak pantatnya pa banget ketat kampret pen terbahakbahak lagi solat syit,cerita kemarin sempet beberapa lalu tarawih masjid konsentrasi sekali posisi ape gimana gak posisi solat shaf depan ma pakai sarung sarung nyeplak pantatnya banget ketat kampret pen terbahakbahak lagi solat syit
happy,congratulation semoga dilancarkan dapat kesempatan memandang orang orang panggung break a leg,congratulation semoga dilancarkan dapat kesempatan memandang panggung break a leg
fear,jamin deh gemana pak police siap kerja pungli sejenisnya korup pungli bagai addicted sekali nyoba keenakan tambah deh generasiantikorupsi,jamin gemana pak police siap kerja pungli sejenisnya korup pungli bagai addicted sekali nyoba keenakan tambah generasiantikorupsi
anger,looh kok merendahkan semangat perlindungan perempuan sih justru jadi cewek kudu tegas galak sama laki kek gitu block udahngapain share se indonesia tahu,looh merendahkan semangat perlindungan perempuan justru cewek kudu tegas galak laki kek gitu block udahngapain share se indonesia
sadness,semingguan ada kabar wkwkwkwk akunya sibuk urus rapot sama ijazah anak terus tanya kabarnya juga selama seminggu sahabat macam apa kamu,semingguan kabar wkwkwkwk akunya sibuk urus rapot ijazah anak tanya kabarnya juga selama seminggu sahabat macam
sadness,haaaa syabar ajaaa beloman waktunya buat ikutttt pemerintah ajanihhh ketumbenan kasih liburnya kepanjangaaannnnnn,haaaa syabar ajaaa beloman waktunya ikutttt pemerintah ajanihhh ketumbenan kasih liburnya kepanjangaaannnnnn
anger,dimohon jangan paksa buat include dmn harap sopan jelas kalau mau bo jangan labil jelas will be block saja taatin rule utamakan,dimohon jangan paksa include dmn harap sopan jelas mau bo jangan labil jelas will be block saja taatin rule utamakan
anger,pembukaan pernah amandemen cebong busuk atas berkat rahmat allah maha kuasa kamu baca pembukaan uud disitu semua dasar negara ri bongo memang bongak,pembukaan amandemen cebong busuk atas berkat rahmat allah maha kuasa baca pembukaan uud disitu dasar negara ri bongo bongak
anger,apa sih susahnya mengapresiasi sedikit sama apa sudah dilakuin oranglain kasih hak nya tepat waktu dikira gapnya kebutuhan kali yagiliran masalah kerjaan no mau ijinlibur tetap ae dihajar trs ketjewalah,susahnya mengapresiasi sedikit sudah dilakuin oranglain kasih hak tepat waktu dikira gapnya kebutuhan kali yagiliran masalah kerjaan no mau ijinlibur tetap ae dihajar trs ketjewalah
anger,tutup matalah krn pejabat bukan cuma pintar tahu etika masa satu kabinet main nyerang berani y berani etika memang kabinet gundul,tutup matalah krn pejabat bukan pintar etika masa satu kabinet main nyerang berani y berani etika kabinet gundul
happy,ngapain ramai mikir cari baju lebaran memang ya kalau mah tiap hari pakai baju lebaran soalnya kalau pakai baju sempitan ngaaap iyainajabiarcepet,ngapain ramai mikir cari baju lebaran tiap pakai baju lebaran soalnya pakai baju sempitan ngaaap iyainajabiarcepet
happy,lewat tengah hari semoga harimu menyenangkan yuk semangat,lewat tengah semoga harimu menyenangkan yuk semangat
sadness,itu biasa beli shopee pakai atm manual asal cocok jumlahnya verifikasi otomatis eh keenakan jadi teledor pakai akun sepupu malah otomatis pesanannnya kecancel allah malih kapan berhenti goblok,biasa beli shopee pakai atm manual asal cocok jumlahnya verifikasi otomatis keenakan teledor pakai akun sepupu malah otomatis pesanannnya kecancel allah malih kapan berhenti goblok
sadness,kayaknya kalau shopee memang jangan nitip akun orang deh mau irit ongkir apa gmana dulu nitip firsta pesan lenti donghan datang boneka pokemon,kayaknya shopee jangan nitip akun mau irit ongkir gmana nitip firsta pesan lenti donghan datang boneka pokemon
happy,terima kasih temanteman hmj d keperawatan stikes al irsyad cilacap berbagi kebahagiaan bersama mbah kakung mbah putri,terima kasih temanteman hmj d keperawatan stikes al irsyad cilacap berbagi kebahagiaan bersama mbah kakung mbah putri
sadness,suka senang sama namanya maling cuma juga tidak senang kalau maling digebukin bonyok sekali sampai dibakar dibunuh,suka senang namanya maling juga senang maling digebukin bonyok sekali sampai dibakar dibunuh
anger,manusia rakus bunda menteri advokat dirampok banyak tahu rahasia negara waktu istana sama orba bandit bingit,manusia rakus bunda menteri advokat dirampok rahasia negara waktu istana orba bandit bingit
anger,pln memang php surat edaran maintain daerah a jam skg jam listrik hidup jg kalau telat sedikit bayar tagihan langsung denda kalau mati listrik terus potongan gak,pln php surat edaran maintain daerah a jam skg jam listrik hidup jg telat sedikit bayar tagihan langsung denda mati listrik potongan gak
happy,supporter tidak suka barca sebagai pecinta sepakbola suka film keren lahhh heartofalio,supporter suka barca sebagai pecinta sepakbola suka film keren lahhh heartofalio
anger,konyol sangat mbak komentar main ignore dikira begitu sepele banget nyaman makanya publish biar kasih pelajaran buat orang mau punya niat goda biar nerusin niatnya kalau tidak ingin permaluin reminder bua,konyol mbak komentar main ignore dikira begitu sepele banget nyaman makanya publish biar kasih pelajaran mau punya niat goda biar nerusin niatnya ingin permaluin reminder bua
anger,fahri aktivis nol isinya mana reformasi mu merubah apapun koar koar bebas negeriku mustinya golkar kamu bubarin harto diturunkan golkar melenggang jaya kata amien raisa bodoh,fahri aktivis nol isinya mana reformasi mu merubah apapun koar koar bebas negeriku mustinya golkar bubarin harto diturunkan golkar melenggang jaya kata amien raisa bodoh
anger,thread dipersembahkan wanita permisif pelecehan dialami wanita lainnya alasan kejadian itu banyak terjadi tidak yang mengadukan khanmaen,thread dipersembahkan wanita permisif pelecehan dialami wanita lainnya alasan kejadian terjadi mengadukan khanmaen
anger,lebih menggelikan ketimbang kasus sexual harassment yang menimpa via vallen politisi amp partai politik memanfaatkannya panggung pertunjukan dalih pembelaan korban hilihkinthil,menggelikan ketimbang kasus sexual harassment menimpa via vallen politisi amp partai politik memanfaatkannya panggung pertunjukan dalih pembelaan korban hilihkinthil
happy,ko si drummer lucu sih mukanya kek tengil ngegemesin terus mulai dibiasin sereceh saya punya bias,ko si drummer lucu mukanya kek tengil ngegemesin mulai dibiasin sereceh punya bias
sadness,macet parah kemang disebelah mobil terparkir gerobak mie ayam luar biasa menggugah selera padahal baru ngeliat gerobaknya doank,macet parah kemang disebelah mobil terparkir gerobak mie ayam luar biasa menggugah selera padahal ngeliat gerobaknya doank
anger,pernah ngomel diginiin terus bang ojolnya malah nyolot bilang kalau ikutan macet jalan normal yang rugi neng bensinnya jauh mba muter baliknya rugi wth,ngomel diginiin bang ojolnya malah nyolot bilang ikutan macet jalan normal rugi neng bensinnya jauh mba muter baliknya rugi wth
happy,happy birthday my lovely wife amie amoy wish kamu all the best semoga selalu berada didalam perlindungan swt panjang umur senantiasa bahagia bersama keluarga kerabat sehat selalu semakin banyak rejeki selalu menjadi wanita hebat keluargaaamiin,happy birthday my lovely wife amie amoy wish all the best semoga selalu berada didalam perlindungan swt panjang umur senantiasa bahagia bersama keluarga kerabat sehat selalu semakin rejeki selalu menjadi wanita hebat keluargaaamiin
